timestamp,temperature,humidity,wind_speed,pressure,rain
2025-02-06 19:00:00,20.1,86.0,20.2,1011.8,0.0
2025-02-06 20:00:00,19.7,87.0,22.3,1011.3,0.0
2025-02-06 21:00:00,19.3,86.0,21.6,1011.2,0.0
2025-02-06 22:00:00,19.3,84.0,22.7,1012.0,0.0
2025-02-06 23:00:00,19.1,83.0,25.9,1012.8,0.0
2025-02-07 00:00:00,19.5,82.0,22.7,1013.4,0.0
2025-02-07 01:00:00,21.4,75.0,21.6,1014.3,0.0
2025-02-07 02:00:00,23.6,64.0,20.5,1015.0,0.0
2025-02-07 03:00:00,25.3,61.0,22.7,1014.9,0.0
2025-02-07 04:00:00,26.8,56.0,31.7,1014.1,0.0
2025-02-07 05:00:00,27.8,51.0,37.4,1013.6,0.0
2025-02-07 06:00:00,28.0,52.0,42.5,1012.3,0.0
2025-02-07 07:00:00,27.5,57.0,43.2,1011.6,0.0
2025-02-07 08:00:00,26.6,61.0,44.6,1011.4,0.0
2025-02-07 09:00:00,26.0,61.0,45.4,1011.5,0.0
2025-02-07 10:00:00,25.3,66.0,44.3,1012.3,0.0
2025-02-07 11:00:00,24.5,69.0,41.8,1013.1,0.0
2025-02-07 12:00:00,24.4,68.0,39.2,1013.4,0.0
2025-02-07 13:00:00,24.1,71.0,38.9,1014.0,0.0
2025-02-07 14:00:00,23.7,73.0,38.9,1014.4,0.0
2025-02-07 15:00:00,23.2,73.0,37.4,1014.6,0.0
2025-02-07 16:00:00,23.2,73.0,37.8,1014.7,0.0
2025-02-07 17:00:00,22.9,74.0,36.7,1014.3,0.0
2025-02-07 18:00:00,22.5,76.0,36.7,1013.8,0.0
2025-02-07 19:00:00,22.5,75.0,36.4,1013.4,0.0
2025-02-07 20:00:00,22.2,79.0,38.9,1012.8,0.0
2025-02-07 21:00:00,22.0,78.0,37.4,1012.7,0.0
2025-02-07 22:00:00,22.2,78.0,36.7,1013.0,0.0
2025-02-07 23:00:00,22.2,78.0,38.2,1013.7,0.0
2025-02-08 00:00:00,22.7,76.0,39.6,1014.3,0.0
2025-02-08 01:00:00,24.2,71.0,39.2,1015.2,0.0
2025-02-08 02:00:00,25.1,67.0,41.4,1015.6,0.0
2025-02-08 03:00:00,25.8,63.0,47.5,1015.9,0.0
2025-02-08 04:00:00,26.3,60.0,49.7,1015.7,0.0
2025-02-08 05:00:00,26.3,59.0,51.5,1015.0,0.0
