date,temperature_mean,temperature_max,temperature_min,humidity,wind_speed,wind_direction,pressure,rain,temp_diff,pressure_change,wind_pressure_ratio
2024-12-25,24.555555555555557,25.5,23.8,82.33333333333333,10.755555555555555,163.33333333333334,1011.9555555555556,0.0,1.6999999999999993,0.0,0.010628486099521278
2024-12-26,25.47083333333333,27.9,24.0,88.16666666666667,16.429166666666667,96.95833333333333,1012.2624999999999,3.1,3.8999999999999986,0.3069444444442979,0.016230144519496344
2024-12-27,26.429166666666664,29.1,24.3,84.66666666666667,18.858333333333334,73.0,1012.9875000000001,2.5,4.800000000000001,0.7250000000001364,0.018616550878794984
2024-12-28,26.083333333333332,29.9,23.2,84.08333333333333,17.3,58.416666666666664,1012.6875,2.7,6.699999999999999,-0.3000000000000682,0.01708325618712584
2024-12-29,25.825,29.4,23.1,82.83333333333333,9.995833333333334,66.875,1012.1833333333334,0.0,6.299999999999997,-0.504166666666606,0.009875516622482752
2024-12-30,25.933333333333334,29.2,23.1,83.95833333333333,6.341666666666666,134.625,1012.125,0.0,6.099999999999998,-0.058333333333393966,0.0062656951134164906
2024-12-31,26.4375,29.8,23.7,78.83333333333333,9.737499999999999,215.95833333333334,1010.85,0.0,6.100000000000001,-1.2749999999999773,0.009632982143740415
2025-01-01,26.3875,29.2,24.1,81.16666666666667,8.15,102.0,1009.9250000000001,0.0,5.099999999999998,-0.9249999999999545,0.008069906181152066
2025-01-02,26.370833333333334,28.7,24.5,80.33333333333333,7.558333333333334,158.66666666666666,1010.0333333333333,0.0,4.199999999999999,0.1083333333332348,0.007483251377842316
2025-01-03,26.2,29.7,24.0,83.58333333333333,9.8375,98.70833333333333,1010.1875,3.9,5.699999999999999,0.15416666666669698,0.009738291158819527
2025-01-04,26.075,29.9,23.7,86.20833333333333,7.483333333333333,82.79166666666667,1010.5583333333334,0.30000000000000004,6.199999999999999,0.37083333333339397,0.007405147319551073
2025-01-05,26.1125,30.2,23.5,79.66666666666667,9.191666666666666,104.45833333333333,1011.0875,0.1,6.699999999999999,0.5291666666665833,0.009090871627496796
2025-01-06,25.75,29.6,22.4,81.95833333333333,7.829166666666667,158.375,1011.3916666666668,0.2,7.200000000000003,0.30416666666678793,0.007740983957747987
2025-01-07,26.070833333333336,30.7,23.0,78.08333333333333,10.637500000000001,103.375,1011.275,0.0,7.699999999999999,-0.11666666666678793,0.010518899409161703
2025-01-08,26.058333333333334,31.0,22.9,79.79166666666667,9.270833333333334,68.95833333333333,1011.5375,0.0,8.100000000000001,0.2625000000000455,0.00916509109482677
2025-01-09,26.224999999999998,30.4,23.8,78.45833333333333,8.5375,86.75,1012.4125,0.1,6.599999999999998,0.875,0.008432827528304914
2025-01-10,25.804166666666664,29.1,23.4,82.25,10.1625,78.70833333333333,1013.5625,2.1,5.700000000000003,1.1499999999999773,0.01002651538508972
2025-01-11,25.287499999999998,29.0,22.4,70.75,13.112499999999999,36.041666666666664,1013.8583333333332,0.0,6.600000000000001,0.2958333333332348,0.012933266482003568
2025-01-12,24.045833333333334,27.3,21.1,67.33333333333333,14.441666666666668,63.375,1013.1291666666666,0.0,6.199999999999999,-0.7291666666666288,0.014254516740626198
2025-01-13,24.3,29.8,21.2,73.04166666666667,9.254166666666666,105.20833333333333,1012.1958333333333,0.0,8.600000000000001,-0.9333333333332803,0.009142664257163674
2025-01-14,25.954166666666666,30.4,22.2,75.95833333333333,13.245833333333332,61.75,1011.9708333333333,0.7999999999999999,8.2,-0.22500000000002274,0.013089145355803238
2025-01-15,26.545833333333334,30.5,23.5,78.875,20.641666666666666,68.25,1011.8416666666667,2.3000000000000003,7.0,-0.12916666666660603,0.020400095535368673
2025-01-16,25.8125,29.6,22.6,81.33333333333333,15.595833333333333,57.416666666666664,1011.8375,1.8,7.0,-0.0041666666667197205,0.015413377477444088
2025-01-17,25.412499999999998,29.8,22.6,73.25,14.316666666666668,68.875,1011.0375,0.0,7.199999999999999,-0.7999999999999545,0.014160371565512326
2025-01-18,25.941666666666666,29.5,22.9,76.95833333333333,9.204166666666667,56.541666666666664,1010.475,0.0,6.600000000000001,-0.5625,0.009108752484392654
2025-01-19,26.1875,31.3,23.3,78.41666666666667,11.525,97.41666666666667,1009.6333333333333,0.0,8.0,-0.841666666666697,0.011415035161279672
2025-01-20,25.358333333333334,30.0,22.6,80.08333333333333,10.666666666666666,92.04166666666667,1010.1374999999999,0.2,7.399999999999999,0.504166666666606,0.010559618533780468
2025-01-21,25.6125,31.0,22.7,78.20833333333333,11.479166666666666,95.16666666666667,1010.3249999999999,0.0,8.3,0.1875,0.01136185550854098
2025-01-22,25.558333333333334,30.1,23.2,77.25,12.854166666666666,95.83333333333333,1011.1583333333333,0.0,6.900000000000002,0.8333333333333712,0.012712318380734965
2025-01-23,26.245833333333334,30.2,23.3,78.625,13.612499999999999,93.91666666666667,1010.4875000000001,0.0,6.899999999999999,-0.6708333333332348,0.013471220574227784
2025-01-24,26.454166666666666,30.6,24.0,80.70833333333333,13.625,96.33333333333333,1009.8708333333334,0.0,6.600000000000001,-0.6166666666666742,0.013491824449496427
2025-01-25,26.337500000000002,29.9,24.1,81.79166666666667,13.795833333333334,97.33333333333333,1009.9125,0.4,5.799999999999997,0.04166666666662877,0.013660424376699303
2025-01-26,26.379166666666666,29.7,23.9,74.91666666666667,18.616666666666667,96.54166666666667,1010.3416666666667,1.0,5.800000000000001,0.42916666666667425,0.01842610997929743
